cue,tar,corrAns,targOrientation,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,pracText1.started,pracText1.stopped,practInst2.started,practInst2.stopped,fixFuration,image.started,image.stopped,cues.started,cues.stopped,target.started,target.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,fixationshort.started,fixationshort.stopped,text.started,text.stopped,mainInst.started,mainInst.stopped,instResp.keys,instResp.rt,instResp.started,instResp.stopped,rest.started,rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/both.png,stim/congLeft.png,right,180,0,10,10,5,,,,,,,,,,,,,0.45,57.53192560002208,None,57.986251599970274,58.09781180002028,58.481818499974906,None,right,1,0.512339900014922,58.481818499974906,None,57.986251599970274,58.49818360002246,59.039592700020876,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/centre.png,stim/incongLeft.png,left,0,0,11,11,18,,,,,,,,,,,,,0.45,60.04684999998426,None,60.51278819999425,60.61285330000101,60.995998799975496,None,left,1,0.6041466000024229,60.995998799975496,None,60.51278819999425,61.01260750001529,61.64602370001376,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/blank.png,stim/congRight.png,left,180,0,12,12,15,,,,,,,,,,,,,0.4,62.66170910000801,None,63.06064270000206,63.16109870001674,63.54400310001802,None,left,1,0.6188737999764271,63.54400310001802,None,63.06064270000206,63.560421200003475,64.21363670000574,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/lower.png,stim/congRight.png,left,180,0,13,13,12,,,,,,,,,,,,,0.55,65.2259782999754,None,65.78490219998639,65.89200180000626,66.27503339998657,None,left,1,0.46671529999002814,66.27503339998657,None,65.78490219998639,66.29170300002443,66.76925489999121,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/upper.png,stim/congRight.png,right,0,0,14,14,8,,,,,,,,,,,,,0.45,67.77338929998223,None,68.24936419998994,68.35673090000637,68.73995929997182,None,right,1,0.5622580000199378,68.73995929997182,None,68.24936419998994,68.75624760001665,69.33825390000129,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/centre.png,stim/congRight.png,right,0,0,15,15,10,,,,,,,,,,,,,0.5,70.33774440002162,None,70.84216060000472,70.95458309998503,71.3376125000068,None,right,1,0.7466146000078879,71.3376125000068,None,70.84216060000472,71.35398999997415,72.1201719000237,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/lower.png,stim/incongLeft.png,right,180,0,16,16,20,,,,,,,,,,,,,0.5,73.11936529999366,None,73.62403730000369,73.7355755000026,74.11849500000244,None,left,0,0.45407469995552674,74.11849500000244,None,73.62403730000369,74.13488590001361,74.61180569999851,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/blank.png,stim/congLeft.png,left,0,0,17,17,3,,,,,,,,,,,,,0.55,75.61732080002548,None,76.17328829999315,76.28290509997169,76.65012950001983,None,right,0,0.7600712000275962,76.65012950001983,None,76.17328829999315,76.68302050000057,77.4318846000242,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/incongLeft.png,right,180,0,18,18,21,,,,,,,,,,,,,0.55,78.43195950001245,None,78.98371180001413,79.09763129998464,79.48099219996948,None,right,1,0.8146069000358693,79.48099219996948,None,78.98371180001413,79.49736739997752,80.32641079998575,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/incongLeft.png,left,0,0,19,19,17,,,,,,,,,,,,,0.55,81.32946199999424,None,81.88148009998258,81.99521750002168,82.37842740002088,None,left,1,0.6011077999719419,82.37842740002088,None,81.88148009998258,82.39496040000813,83.00926149997395,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/congLeft.png,left,0,0,20,20,1,,,,,,,,,,,,,0.4,84.01030520000495,None,84.41537210001843,84.52646449999884,84.90952440002002,None,left,1,0.50695499998983,84.90952440002002,None,84.41537210001843,84.92602090002038,85.457515600021,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/upper.png,stim/congLeft.png,left,0,0,21,21,0,,,,,,,,,,,,,0.55,86.45823029999156,None,87.00988349999534,87.12443490000442,87.50762230000691,None,left,1,0.5269456999958493,87.50762230000691,None,87.00988349999534,87.52415439998731,88.08284190000268,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/congRight.png,left,180,0,22,22,13,,,,,,,,,,,,,0.5,89.08953980001388,None,89.59302700002445,89.70511530002113,90.08892379997997,None,left,1,0.5605988000170328,90.08892379997997,None,89.59302700002445,90.10517090000212,90.6872498000157,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/upper.png,stim/incongLeft.png,left,0,0,23,23,16,,,,,,,,,,,,,0.5,91.6875538000022,None,92.20343569997931,92.30353400000604,92.68665069999406,None,left,1,0.5930813000304624,92.68665069999406,None,92.20343569997931,92.70311509998282,93.3094447000185,None,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
